n_params,acc,auc
16526,0.7876602564102564,0.7383333333333334
14952,0.8219551282051283,0.7740598290598291
13378,0.8314102564102563,0.788974358974359
12591,0.7020833333333333,0.6038888888888889
11804,0.8354166666666666,0.7944871794871795
11017,0.8258012820512821,0.7769658119658119
10230,0.8341346153846153,0.7904700854700855
8656,0.8283653846153847,0.7861111111111112
4721,0.739102564102564,0.6545299145299145
