n_params,acc,auc
16526,0.7858974358974359,0.6610275689223059
15739,0.7583333333333333,0.6910401002506266
14165,0.7717948717948717,0.6107769423558898
12591,0.7788461538461537,0.6276315789473684
9443,0.7493589743589744,0.5412907268170426
8656,0.7423076923076922,0.5229323308270677
3147,0.7339743589743589,0.5059523809523809
2360,0.7307692307692307,0.5
